time,position 0,position 1,position 2
2774.0,"(1055.5953927793903, 616.9126606581744)","(174.50295551332883, 642.7932732985519)","(860.5905422496327, 163.44299936234196)"
2775.0,"(1055.3471511335893, 616.9422593961539)","(174.42544073576218, 642.7793069320591)","(860.8253929619084, 163.5287031717299)"
2776.0,"(1055.0989094877882, 616.9718581341333)","(174.34831353208338, 642.7654103973988)","(861.0602436741841, 163.6144069811178)"
2777.0,"(1054.8506678419872, 617.0014568721127)","(174.27157196442298, 642.7515833454117)","(861.2950943864598, 163.70011079050573)"
2778.0,"(1054.6024261961861, 617.0310556100922)","(174.19521410460086, 642.7378254286847)","(861.5299450987355, 163.78581459989365)"
2779.0,"(1054.354184550385, 617.0606543480716)","(174.11923803407785, 642.7241363015413)","(861.7647958110113, 163.87151840928158)"
2780.0,"(1054.105942904584, 617.090253086051)","(174.04364184390747, 642.7105156200336)","(861.999646523287, 163.9572222186695)"
2781.0,"(1053.857701258783, 617.1198518240304)","(173.96842363468792, 642.6969630419334)","(862.2344972355627, 164.04292602805742)"
2782.0,"(1053.609459612982, 617.1494505620099)","(173.89358151651447, 642.6834782267237)","(862.4693479478384, 164.12862983744535)"
2783.0,"(1053.361217967181, 617.1790492999893)","(173.8191136089319, 642.67006083559)","(862.7041986601141, 164.21433364683327)"
2784.0,"(1053.1129763213798, 617.2086480379687)","(173.74501804088723, 642.656710531412)","(862.9390493723898, 164.3000374562212)"
2785.0,"(1052.8647346755788, 617.2382467759481)","(173.67129295068278, 642.643426978755)","(863.1739000846655, 164.3857412656091)"
2786.0,"(1052.6164930297778, 617.2678455139276)","(173.59793648592938, 642.6302098438612)","(863.4087507969413, 164.47144507499704)"
2787.0,"(1052.3682513839767, 617.297444251907)","(173.52494680349974, 642.6170587946418)","(863.643601509217, 164.55714888438496)"
2788.0,"(1052.1200097381757, 617.3270429898864)","(173.45232206948225, 642.6039735006686)","(863.8784522214927, 164.64285269377288)"
2789.0,"(1051.8717680923746, 617.3566417278658)","(173.38006045913482, 642.5909536331653)","(864.1133029337684, 164.7285565031608)"
2790.0,"(1051.6235264465736, 617.3862404658453)","(173.30816015683916, 642.5779988649995)","(864.3481536460441, 164.81426031254873)"
2791.0,"(1051.3752848007725, 617.4158392038247)","(173.23661935605497, 642.5651088706745)","(864.5830043583198, 164.89996412193665)"
2792.0,"(1051.1270431549715, 617.4454379418041)","(173.16543625927468, 642.5522833263211)","(864.8178550705956, 164.98566793132457)"
2793.0,"(1050.8788015091704, 617.4750366797836)","(173.0946090779783, 642.5395219096895)","(865.0527057828713, 165.0713717407125)"
2794.0,"(1050.6305598633694, 617.504635417763)","(173.02413603258842, 642.526824300141)","(865.287556495147, 165.15707555010042)"
2795.0,"(1050.3823182175684, 617.5342341557424)","(172.95401535242547, 642.5141901786403)","(865.5224072074227, 165.24277935948834)"
2796.0,"(1050.1340765717673, 617.5638328937218)","(172.88424527566335, 642.5016192277471)","(865.7572579196984, 165.32848316887626)"
2797.0,"(1049.8858349259663, 617.5934316317013)","(172.81482404928502, 642.4891111316084)","(865.9921086319741, 165.41418697826418)"
2798.0,"(1049.6375932801652, 617.6230303696807)","(172.7457499290386, 642.4766655759504)","(866.2269593442498, 165.4998907876521)"
2799.0,"(1049.3893516343642, 617.6526291076601)","(172.6770211793934, 642.4642822480706)","(866.4618100565256, 165.58559459704003)"
2800.0,"(1049.1411099885631, 617.6822278456395)","(172.60863607349643, 642.4519608368303)","(866.6966607688013, 165.67129840642795)"
2801.0,"(1048.892868342762, 617.711826583619)","(172.54059289312895, 642.4397010326461)","(866.931511481077, 165.75700221581587)"
2802.0,"(1048.644626696961, 617.7414253215984)","(172.4728899286633, 642.4275025274828)","(867.1663621933527, 165.8427060252038)"
2803.0,"(1048.39638505116, 617.7710240595778)","(172.40552547901999, 642.4153650148454)","(867.4012129056284, 165.92840983459172)"
2804.0,"(1048.148143405359, 617.8006227975573)","(172.33849785162488, 642.4032881897712)","(867.6360636179041, 166.01411364397964)"
2805.0,"(1047.899901759558, 617.8302215355367)","(172.27180536236676, 642.3912717488223)","(867.8709143301799, 166.09981745336756)"
2806.0,"(1047.6516601137569, 617.8598202735161)","(172.20544633555494, 642.3793153900782)","(868.1057650424556, 166.1855212627555)"
2807.0,"(1047.4034184679558, 617.8894190114955)","(172.13941910387717, 642.3674188131279)","(868.3406157547313, 166.2712250721434)"
2808.0,"(1047.1551768221548, 617.919017749475)","(172.07372200835778, 642.3555817190622)","(868.575466467007, 166.35692888153133)"
2809.0,"(1046.9069351763537, 617.9486164874544)","(172.008353398316, 642.343803810467)","(868.8103171792827, 166.44263269091925)"
2810.0,"(1046.6586935305527, 617.9782152254338)","(171.9433116313244, 642.3320847914147)","(869.0451678915584, 166.52833650030718)"
2811.0,"(1046.4104518847516, 618.0078139634132)","(171.8785950731678, 642.3204243674576)","(869.2800186038342, 166.6140403096951)"
2812.0,"(1046.1622102389506, 618.0374127013927)","(171.81420209780194, 642.3088222456203)","(869.5148693161099, 166.69974411908302)"
2813.0,"(1045.9139685931495, 618.0670114393721)","(171.75013108731292, 642.2972781343922)","(869.7497200283856, 166.78544792847094)"
2814.0,"(1045.6657269473485, 618.0966101773515)","(171.68638043187636, 642.2857917437202)","(869.9845707406613, 166.87115173785887)"
2815.0,"(1045.4174853015475, 618.126208915331)","(171.62294852971698, 642.2743627850016)","(870.219421452937, 166.9568555472468)"
2816.0,"(1045.1692436557464, 618.1558076533104)","(171.55983378706838, 642.2629909710765)","(870.4542721652127, 167.0425593566347)"
2817.0,"(1044.9210020099454, 618.1854063912898)","(171.49703461813306, 642.2516760162212)","(870.6891228774884, 167.12826316602263)"
2818.0,"(1044.6727603641443, 618.2150051292692)","(171.4345494450424, 642.24041763614)","(870.9239735897642, 167.21396697541056)"
2819.0,"(1044.4245187183433, 618.2446038672487)","(171.37237669781717, 642.2292155479594)","(871.1588243020399, 167.29967078479848)"
2820.0,"(1044.1762770725422, 618.2742026052281)","(171.3105148143281, 642.2180694702196)","(871.3936750143156, 167.3853745941864)"
2821.0,"(1043.9280354267412, 618.3038013432075)","(171.24896224025645, 642.2069791228685)","(871.6285257265913, 167.47107840357432)"
2822.0,"(1043.6797937809401, 618.3334000811869)","(171.18771742905517, 642.1959442272541)","(871.863376438867, 167.55678221296225)"
2823.0,"(1043.431552135139, 618.3629988191664)","(171.1267788419099, 642.1849645061178)","(872.0982271511427, 167.64248602235017)"
2824.0,"(1043.183310489338, 618.3925975571458)","(171.06614494770034, 642.1740396835872)","(872.3330778634185, 167.7281898317381)"
2825.0,"(1042.935068843537, 618.4221962951252)","(171.00581422296185, 642.1631694851693)","(872.5679285756942, 167.81389364112601)"
2826.0,"(1042.686827197736, 618.4517950331046)","(170.94578515184705, 642.1523536377434)","(872.8027792879699, 167.89959745051394)"
2827.0,"(1042.438585551935, 618.4813937710841)","(170.88605622608782, 642.1415918695548)","(873.0376300002456, 167.98530125990186)"
2828.0,"(1042.1903439061339, 618.5109925090635)","(170.82662594495739, 642.130883910207)","(873.2724807125213, 168.07100506928978)"
2829.0,"(1041.9421022603328, 618.5405912470429)","(170.7674928152326, 642.1202294906559)","(873.507331424797, 168.1567088786777)"
2830.0,"(1041.6938606145318, 618.5701899850224)","(170.70865535115644, 642.1096283432026)","(873.7421821370727, 168.24241268806563)"
2831.0,"(1041.4456189687307, 618.5997887230018)","(170.65011207440065, 642.0990802014867)","(873.9770328493485, 168.32811649745355)"
2832.0,"(1041.1973773229297, 618.6293874609812)","(170.59186151402864, 642.0885848004792)","(874.2118835616242, 168.41382030684147)"
2833.0,"(1040.9491356771287, 618.6589861989606)","(170.5339022064585, 642.0781418764768)","(874.4467342738999, 168.4995241162294)"
2834.0,"(1040.7008940313276, 618.6885849369401)","(170.4762326954262, 642.0677511670945)","(874.6815849861756, 168.58522792561732)"
2835.0,"(1040.4526523855266, 618.7181836749195)","(170.4188515319491, 642.057412411259)","(874.9164356984513, 168.67093173500524)"
2836.0,"(1040.2044107397255, 618.7477824128989)","(170.36175727428935, 642.0471253492027)","(875.151286410727, 168.75663554439316)"
2837.0,"(1039.9561690939245, 618.7773811508783)","(170.3049484879179, 642.0368897224566)","(875.3861371230028, 168.84233935378109)"
2838.0,"(1039.7079274481234, 618.8069798888578)","(170.2484237454783, 642.0267052738443)","(875.6209878352785, 168.928043163169)"
2839.0,"(1039.4596858023224, 618.8365786268372)","(170.1921816267509, 642.016571747475)","(875.8558385475542, 169.01374697255693)"
2840.0,"(1039.2114441565213, 618.8661773648166)","(170.13622071861715, 642.0064888887376)","(876.0906892598299, 169.09945078194485)"
2841.0,"(1038.9632025107203, 618.895776102796)","(170.08053961502407, 641.9964564442939)","(876.3255399721056, 169.18515459133278)"
2842.0,"(1038.7149608649192, 618.9253748407755)","(170.02513691694895, 641.9864741620725)","(876.5603906843813, 169.2708584007207)"
2843.0,"(1038.4667192191182, 618.9549735787549)","(169.97001123236421, 641.9765417912621)","(876.795241396657, 169.35656221010862)"
2844.0,"(1038.2184775733172, 618.9845723167343)","(169.9151611762024, 641.9666590823058)","(877.0300921089328, 169.44226601949654)"
2845.0,"(1037.9702359275161, 619.0141710547138)","(169.8605853703214, 641.9568257868942)","(877.2649428212085, 169.52796982888447)"
2846.0,"(1037.721994281715, 619.0437697926932)","(169.80628244346977, 641.9470416579597)","(877.4997935334842, 169.6136736382724)"
2847.0,"(1037.473752635914, 619.0733685306726)","(169.75225103125243, 641.9373064496699)","(877.7346442457599, 169.6993774476603)"
2848.0,"(1037.225510990113, 619.102967268652)","(169.69848977609615, 641.9276199174216)","(877.9694949580356, 169.78508125704823)"
2849.0,"(1036.977269344312, 619.1325660066315)","(169.64499732721566, 641.9179818178344)","(878.2043456703113, 169.87078506643616)"
2850.0,"(1036.729027698511, 619.1621647446109)","(169.59177234057958, 641.9083919087452)","(878.439196382587, 169.95648887582408)"
2851.0,"(1036.4807860527098, 619.1917634825903)","(169.53881347887668, 641.8988499492015)","(878.6740470948628, 170.042192685212)"
2852.0,"(1036.2325444069088, 619.2213622205697)","(169.4861194114823, 641.8893556994555)","(878.9088978071385, 170.12789649459992)"
2853.0,"(1035.9843027611078, 619.2509609585492)","(169.43368881442487, 641.8799089209582)","(879.1437485194142, 170.21360030398785)"
2854.0,"(1035.7360611153067, 619.2805596965286)","(169.38152037035275, 641.8705093763534)","(879.3785992316899, 170.29930411337577)"
2855.0,"(1035.4878194695057, 619.310158434508)","(169.329612768501, 641.8611568294716)","(879.6134499439656, 170.3850079227637)"
2856.0,"(1035.2395778237046, 619.3397571724875)","(169.2779647046585, 641.8518510453242)","(879.8483006562413, 170.4707117321516)"
2857.0,"(1034.9913361779036, 619.3693559104669)","(169.2265748811352, 641.8425917900976)","(880.0831513685171, 170.55641554153954)"
2858.0,"(1034.7430945321025, 619.3989546484463)","(169.17544200672953, 641.8333788311471)","(880.3180020807928, 170.64211935092746)"
2859.0,"(1034.4948528863015, 619.4285533864257)","(169.12456479669586, 641.8242119369913)","(880.5528527930685, 170.72782316031538)"
2860.0,"(1034.2466112405004, 619.4581521244052)","(169.0739419727124, 641.8150908773064)","(880.7877035053442, 170.8135269697033)"
2861.0,"(1033.9983695946994, 619.4877508623846)","(169.02357226284883, 641.8060154229198)","(881.0225542176199, 170.89923077909123)"
2862.0,"(1033.7501279488984, 619.517349600364)","(168.97345440153458, 641.7969853458052)","(881.2574049298956, 170.98493458847915)"
2863.0,"(1033.5018863030973, 619.5469483383434)","(168.9235871295269, 641.7880004190762)","(881.4922556421714, 171.07063839786707)"
2864.0,"(1033.2536446572963, 619.5765470763229)","(168.87396919387928, 641.7790604169808)","(881.7271063544471, 171.156342207255)"
2865.0,"(1033.0054030114952, 619.6061458143023)","(168.82459934790987, 641.7701651148959)","(881.9619570667228, 171.24204601664292)"
2866.0,"(1032.7571613656942, 619.6357445522817)","(168.7754763511703, 641.7613142893215)","(882.1968077789985, 171.32774982603084)"
2867.0,"(1032.5089197198931, 619.6653432902611)","(168.72659896941445, 641.7525077178749)","(882.4316584912742, 171.41345363541876)"
2868.0,"(1032.260678074092, 619.6949420282406)","(168.67796597456737, 641.7437451792855)","(882.6665092035499, 171.49915744480668)"
2869.0,"(1032.012436428291, 619.72454076622)","(168.62957614469454, 641.7350264533891)","(882.9013599158257, 171.5848612541946)"
2870.0,"(1031.76419478249, 619.7541395041994)","(168.58142826397108, 641.7263513211221)","(883.1362106281014, 171.67056506358253)"
2871.0,"(1031.515953136689, 619.7837382421789)","(168.53352112265122, 641.7177195645165)","(883.3710613403771, 171.75626887297045)"
2872.0,"(1031.267711490888, 619.8133369801583)","(168.48585351703798, 641.7091309666939)","(883.6059120526528, 171.84197268235837)"
2873.0,"(1031.0194698450869, 619.8429357181377)","(168.4384242494528, 641.7005853118604)","(883.8407627649285, 171.9276764917463)"
2874.0,"(1030.7712281992858, 619.8725344561171)","(168.39123212820553, 641.6920823853011)","(884.0756134772042, 172.01338030113422)"
2875.0,"(1030.5229865534848, 619.9021331940966)","(168.3442759675645, 641.6836219733746)","(884.31046418948, 172.09908411052214)"
2876.0,"(1030.2747449076837, 619.931731932076)","(168.29755458772667, 641.6752038635077)","(884.5453149017557, 172.18478791991006)"
2877.0,"(1030.0265032618827, 619.9613306700554)","(168.25106681478803, 641.6668278441902)","(884.7801656140314, 172.270491729298)"
2878.0,"(1029.7782616160816, 619.9909294080348)","(168.20481148071408, 641.6584937049691)","(885.0150163263071, 172.3561955386859)"
2879.0,"(1029.5300199702806, 620.0205281460143)","(168.1587874233105, 641.6502012364443)","(885.2498670385828, 172.44189934807383)"
2880.0,"(1029.2817783244795, 620.0501268839937)","(168.11299348619397, 641.6419502302621)","(885.4847177508585, 172.52760315746175)"
2881.0,"(1029.0335366786785, 620.0797256219731)","(168.067428518763, 641.6337404791108)","(885.7195684631342, 172.61330696684968)"
2882.0,"(1028.7852950328775, 620.1093243599526)","(168.0220913761692, 641.6255717767152)","(885.95441917541, 172.6990107762376)"
2883.0,"(1028.5370533870764, 620.138923097932)","(167.97698091928834, 641.6174439178317)","(886.1892698876857, 172.78471458562552)"
2884.0,"(1028.2888117412754, 620.1685218359114)","(167.9320960146919, 641.6093566982426)","(886.4241205999614, 172.87041839501344)"
2885.0,"(1028.0405700954743, 620.1981205738908)","(167.88743553461845, 641.6013099147514)","(886.6589713122371, 172.95612220440137)"
2886.0,"(1027.7923284496733, 620.2277193118703)","(167.84299835694534, 641.5933033651776)","(886.8938220245128, 173.0418260137893)"
2887.0,"(1027.5440868038722, 620.2573180498497)","(167.79878336516063, 641.5853368483517)","(887.1286727367885, 173.1275298231772)"
2888.0,"(1027.2958451580712, 620.2869167878291)","(167.75478944833483, 641.57741016411)","(887.3635234490642, 173.21323363256514)"
2889.0,"(1027.0476035122701, 620.3165155258085)","(167.71101550109316, 641.5695231132895)","(887.59837416134, 173.29893744195306)"
2890.0,"(1026.799361866469, 620.346114263788)","(167.6674604235877, 641.5616754977231)","(887.8332248736157, 173.38464125134098)"
2891.0,"(1026.551120220668, 620.3757130017674)","(167.62412312146975, 641.5538671202345)","(888.0680755858914, 173.4703450607289)"
2892.0,"(1026.302878574867, 620.4053117397468)","(167.58100250586241, 641.5460977846333)","(888.3029262981671, 173.55604887011683)"
2893.0,"(1026.054636929066, 620.4349104777262)","(167.5380974933331, 641.5383672957101)","(888.5377770104428, 173.64175267950475)"
2894.0,"(1025.806395283265, 620.4645092157057)","(167.49540700586644, 641.5306754592316)","(888.7726277227185, 173.72745648889267)"
2895.0,"(1025.5581536374639, 620.4941079536851)","(167.45292997083712, 641.5230220819354)","(889.0074784349943, 173.8131602982806)"
2896.0,"(1025.3099119916628, 620.5237066916645)","(167.41066532098293, 641.5154069715257)","(889.24232914727, 173.89886410766852)"
2897.0,"(1025.0616703458618, 620.553305429644)","(167.36861199437803, 641.5078299366681)","(889.4771798595457, 173.98456791705644)"
2898.0,"(1024.8134287000607, 620.5829041676234)","(167.32676893440615, 641.5002907869848)","(889.7120305718214, 174.07027172644436)"
2899.0,"(1024.5651870542597, 620.6125029056028)","(167.28513508973413, 641.4927893330499)","(889.9468812840971, 174.15597553583228)"
2900.0,"(1024.3169454084587, 620.6421016435822)","(167.24370941428546, 641.4853253863847)","(890.1817319963728, 174.2416793452202)"
2901.0,"(1024.0687037626576, 620.6717003815617)","(167.20249086721404, 641.4778987594528)","(890.4165827086485, 174.32738315460813)"
2902.0,"(1023.8204621168566, 620.7012991195411)","(167.16147841287795, 641.4705092656556)","(890.6514334209243, 174.41308696399605)"
2903.0,"(1023.5722204710555, 620.7308978575205)","(167.12067102081357, 641.4631567193272)","(890.8862841332, 174.49879077338397)"
2904.0,"(1023.3239788252545, 620.7604965955)","(167.08006766570952, 641.4558409357306)","(891.1211348454757, 174.5844945827719)"
2905.0,"(1023.0757371794534, 620.7900953334794)","(167.03966732738098, 641.448561731052)","(891.3559855577514, 174.67019839215982)"
2906.0,"(1022.8274955336524, 620.8196940714588)","(166.99946899074408, 641.4413189223967)","(891.5908362700271, 174.75590220154774)"
2907.0,"(1022.5792538878513, 620.8492928094382)","(166.95947164579036, 641.4341123277848)","(891.8256869823028, 174.84160601093566)"
2908.0,"(1022.3310122420503, 620.8788915474177)","(166.9196742875614, 641.4269417661459)","(892.0605376945786, 174.9273098203236)"
2909.0,"(1022.0827705962492, 620.9084902853971)","(166.8800759161236, 641.4198070573152)","(892.2953884068543, 175.0130136297115)"
2910.0,"(1021.8345289504482, 620.9380890233765)","(166.84067553654296, 641.4127080220286)","(892.53023911913, 175.09871743909943)"
2911.0,"(1021.5862873046472, 620.9676877613559)","(166.80147215886024, 641.4056444819184)","(892.7650898314057, 175.18442124848735)"
2912.0,"(1021.3380456588461, 620.9972864993354)","(166.76246479806593, 641.3986162595088)","(892.9999405436814, 175.27012505787528)"
2913.0,"(1021.0898040130451, 621.0268852373148)","(166.7236524740756, 641.3916231782113)","(893.2347912559571, 175.3558288672632)"
2914.0,"(1020.841562367244, 621.0564839752942)","(166.68503421170522, 641.3846650623202)","(893.4696419682328, 175.44153267665112)"
2915.0,"(1020.593320721443, 621.0860827132736)","(166.6466090406467, 641.3777417370086)","(893.7044926805086, 175.52723648603904)"
2916.0,"(1020.3450790756419, 621.1156814512531)","(166.60837599544345, 641.3708530283235)","(893.9393433927843, 175.61294029542697)"
2917.0,"(1020.0968374298409, 621.1452801892325)","(166.57033411546624, 641.3639987631818)","(894.17419410506, 175.6986441048149)"
2918.0,"(1019.8485957840398, 621.1748789272119)","(166.5324824448889, 641.3571787693659)","(894.4090448173357, 175.7843479142028)"
2919.0,"(1019.6003541382388, 621.2044776651913)","(166.49482003266445, 641.350392875519)","(894.6438955296114, 175.87005172359073)"
2920.0,"(1019.3521124924378, 621.2340764031708)","(166.45734593250114, 641.3436409111414)","(894.8787462418871, 175.95575553297866)"
2921.0,"(1019.1038708466367, 621.2636751411502)","(166.42005920283864, 641.3369227065857)","(895.1135969541629, 176.04145934236658)"
2922.0,"(1018.8556292008357, 621.2932738791296)","(166.38295890682446, 641.3302380930528)","(895.3484476664386, 176.1271631517545)"
2923.0,"(1018.6073875550346, 621.322872617109)","(166.34604411229034, 641.3235869025875)","(895.5832983787143, 176.21286696114242)"
2924.0,"(1018.3591459092336, 621.3524713550885)","(166.3093138917289, 641.3169689680745)","(895.81814909099, 176.29857077053035)"
2925.0,"(1018.1109042634325, 621.3820700930679)","(166.27276732227025, 641.3103841232341)","(896.0529998032657, 176.38427457991827)"
2926.0,"(1017.8626626176315, 621.4116688310473)","(166.2364034856589, 641.303832202618)","(896.2878505155414, 176.4699783893062)"
2927.0,"(1017.6144209718304, 621.4412675690268)","(166.2002214682306, 641.2973130416049)","(896.5227012278172, 176.55568219869411)"
2928.0,"(1017.3661793260294, 621.4708663070062)","(166.16422036088946, 641.2908264763969)","(896.7575519400929, 176.64138600808204)"
2929.0,"(1017.1179376802284, 621.5004650449856)","(166.128399259085, 641.2843723440149)","(896.9924026523686, 176.72708981746996)"
2930.0,"(1016.8696960344273, 621.530063782965)","(166.09275726278958, 641.2779504822947)","(897.2272533646443, 176.81279362685788)"
2931.0,"(1016.6214543886263, 621.5596625209445)","(166.05729347647562, 641.2715607298833)","(897.46210407692, 176.8984974362458)"
2932.0,"(1016.3732127428252, 621.5892612589239)","(166.02200700909324, 641.2652029262339)","(897.6969547891957, 176.98420124563373)"
2933.0,"(1016.1249710970242, 621.6188599969033)","(165.98689697404777, 641.2588769116027)","(897.9318055014714, 177.06990505502165)"
2934.0,"(1015.8767294512231, 621.6484587348828)","(165.95196248917753, 641.2525825270446)","(898.1666562137472, 177.15560886440957)"
2935.0,"(1015.6284878054221, 621.6780574728622)","(165.91720267673165, 641.2463196144095)","(898.4015069260229, 177.2413126737975)"
2936.0,"(1015.380246159621, 621.7076562108416)","(165.882616663348, 641.2400880163374)","(898.6363576382986, 177.32701648318542)"
2937.0,"(1015.13200451382, 621.737254948821)","(165.84820358003125, 641.2338875762557)","(898.8712083505743, 177.41272029257334)"
2938.0,"(1014.883762868019, 621.7668536868005)","(165.8139625621311, 641.2277181383745)","(899.10605906285, 177.49842410196126)"
2939.0,"(1014.6355212222179, 621.7964524247799)","(165.77989274932045, 641.2215795476826)","(899.3409097751257, 177.58412791134919)"
2940.0,"(1014.3872795764169, 621.8260511627593)","(165.74599328557386, 641.2154716499442)","(899.5757604874015, 177.6698317207371)"
2941.0,"(1014.1390379306158, 621.8556499007387)","(165.712263319146, 641.2093942916945)","(899.8106111996772, 177.75553553012503)"
2942.0,"(1013.8907962848148, 621.8852486387182)","(165.67870200255027, 641.203347320236)","(900.0454619119529, 177.84123933951295)"
2943.0,"(1013.6425546390137, 621.9148473766976)","(165.6453084925375, 641.1973305836349)","(900.2803126242286, 177.92694314890088)"
2944.0,"(1013.3943129932127, 621.944446114677)","(165.6120819500748, 641.1913439307167)","(900.5151633365043, 178.0126469582888)"
2945.0,"(1013.1460713474116, 621.9740448526564)","(165.57902154032445, 641.1853872110631)","(900.75001404878, 178.09835076767672)"
2946.0,"(1012.8978297016106, 622.0036435906359)","(165.54612643262283, 641.1794602750078)","(900.9848647610557, 178.18405457706464)"
2947.0,"(1012.6495880558095, 622.0332423286153)","(165.5133958004597, 641.1735629736328)","(901.2197154733315, 178.26975838645257)"
2948.0,"(1012.4013464100085, 622.0628410665947)","(165.4808288214574, 641.1676951587647)","(901.4545661856072, 178.3554621958405)"
2949.0,"(1012.1531047642075, 622.0924398045742)","(165.44842467735012, 641.1618566829709)","(901.6894168978829, 178.4411660052284)"
2950.0,"(1011.9048631184064, 622.1220385425536)","(165.41618255396338, 641.1560473995561)","(901.9242676101586, 178.52686981461633)"
2951.0,"(1011.6566214726054, 622.151637280533)","(165.38410164119355, 641.1502671625583)","(902.1591183224343, 178.61257362400426)"
2952.0,"(1011.4083798268043, 622.1812360185124)","(165.3521811329876, 641.1445158267455)","(902.39396903471, 178.69827743339218)"
2953.0,"(1011.1601381810033, 622.2108347564919)","(165.32042022732267, 641.1387932476118)","(902.6288197469858, 178.7839812427801)"
2954.0,"(1010.9118965352022, 622.2404334944713)","(165.28881812618604, 641.1330992813738)","(902.8636704592615, 178.86968505216802)"
2955.0,"(1010.6636548894012, 622.2700322324507)","(165.2573740355551, 641.1274337849669)","(903.0985211715372, 178.95538886155595)"
2956.0,"(1010.4154132436001, 622.2996309704301)","(165.22608716537732, 641.121796616042)","(903.3333718838129, 179.04109267094387)"
2957.0,"(1010.1671715977991, 622.3292297084096)","(165.19495672955043, 641.1161876329618)","(903.5682225960886, 179.1267964803318)"
2958.0,"(1009.918929951998, 622.358828446389)","(165.16398194590266, 641.110606694797)","(903.8030733083643, 179.2125002897197)"
2959.0,"(1009.670688306197, 622.3884271843684)","(165.13316203617316, 641.1050536613229)","(904.03792402064, 179.29820409910764)"
2960.0,"(1009.422446660396, 622.4180259223479)","(165.1024962259923, 641.0995283930163)","(904.2727747329158, 179.38390790849556)"
2961.0,"(1009.1742050145949, 622.4476246603273)","(165.07198374486234, 641.0940307510512)","(904.5076254451915, 179.46961171788348)"
2962.0,"(1008.9259633687939, 622.4772233983067)","(165.04162382613802, 641.0885605972959)","(904.7424761574672, 179.5553155272714)"
2963.0,"(1008.6777217229928, 622.5068221362861)","(165.01141570700733, 641.0831177943094)","(904.9773268697429, 179.64101933665933)"
2964.0,"(1008.4294800771918, 622.5364208742656)","(164.9813586284723, 641.0777022053378)","(905.2121775820186, 179.72672314604725)"
2965.0,"(1008.1812384313907, 622.566019612245)","(164.95145183532992, 641.0723136943111)","(905.4470282942943, 179.81242695543517)"
2966.0,"(1007.9329967855897, 622.5956183502244)","(164.92169457615327, 641.0669521258395)","(905.6818790065701, 179.8981307648231)"
2967.0,"(1007.6847551397886, 622.6252170882038)","(164.8920861032725, 641.0616173652103)","(905.9167297188458, 179.98383457421102)"
2968.0,"(1007.4365134939876, 622.6548158261833)","(164.86262567275614, 641.0563092783842)","(906.1515804311215, 180.06953838359894)"
2969.0,"(1007.1882718481866, 622.6844145641627)","(164.83331254439236, 641.0510277319923)","(906.3864311433972, 180.15524219298686)"
2970.0,"(1006.9400302023855, 622.7140133021421)","(164.8041459816704, 641.0457725933323)","(906.6212818556729, 180.24094600237478)"
2971.0,"(1006.6917885565845, 622.7436120401215)","(164.77512525176203, 641.0405437303657)","(906.8561325679486, 180.3266498117627)"
2972.0,"(1006.4435469107834, 622.773210778101)","(164.74624962550322, 641.0353410117139)","(907.0909832802243, 180.41235362115063)"
2973.0,"(1006.1953052649824, 622.8028095160804)","(164.7175183773757, 641.0301643066553)","(907.3258339925001, 180.49805743053855)"
2974.0,"(1005.9470636191813, 622.8324082540598)","(164.68893078548882, 641.025013485122)","(907.5606847047758, 180.58376123992647)"
2975.0,"(1005.6988219733803, 622.8620069920393)","(164.66048613156138, 641.0198884176964)","(907.7955354170515, 180.6694650493144)"
2976.0,"(1005.4505803275792, 622.8916057300187)","(164.63218370090357, 641.0147889756079)","(908.0303861293272, 180.75516885870232)"
2977.0,"(1005.2023386817782, 622.9212044679981)","(164.60402278239906, 641.0097150307298)","(908.2652368416029, 180.84087266809024)"
2978.0,"(1004.9540970359772, 622.9508032059775)","(164.57600266848706, 641.0046664555762)","(908.5000875538786, 180.92657647747816)"
2979.0,"(1004.7058553901761, 622.980401943957)","(164.54812265514462, 640.9996431232983)","(908.7349382661544, 181.0122802868661)"
2980.0,"(1004.4576137443751, 623.0100006819364)","(164.5203820418689, 640.9946449076817)","(908.9697889784301, 181.097984096254)"
2981.0,"(1004.209372098574, 623.0395994199158)","(164.49278013165957, 640.9896716831433)","(909.2046396907058, 181.18368790564193)"
2982.0,"(1003.961130452773, 623.0691981578952)","(164.46531623100128, 640.9847233247276)","(909.4394904029815, 181.26939171502985)"
2983.0,"(1003.7128888069719, 623.0987968958747)","(164.4379896498463, 640.979799708104)","(909.6743411152572, 181.35509552441778)"
2984.0,"(1003.4646471611709, 623.1283956338541)","(164.41079970159706, 640.9749007095635)","(909.9091918275329, 181.4407993338057)"
2985.0,"(1003.2164055153698, 623.1579943718335)","(164.38374570308906, 640.9700262060156)","(910.1440425398087, 181.52650314319362)"
2986.0,"(1002.9681638695688, 623.187593109813)","(164.3568269745736, 640.9651760749856)","(910.3788932520844, 181.61220695258154)"
2987.0,"(1002.7199222237678, 623.2171918477924)","(164.33004283970075, 640.9603501946107)","(910.6137439643601, 181.69791076196947)"
2988.0,"(1002.4716805779667, 623.2467905857718)","(164.30339262550225, 640.9555484436377)","(910.8485946766358, 181.7836145713574)"
2989.0,"(1002.2234389321657, 623.2763893237512)","(164.27687566237475, 640.9507707014195)","(911.0834453889115, 181.8693183807453)"
2990.0,"(1001.9751972863646, 623.3059880617307)","(164.2504912840629, 640.9460168479125)","(911.3182961011872, 181.95502219013323)"
