time,position 0,position 1,position 2,position 3,position 4,position 5,position 6,position 7,position 8,position 9,position 10,position 11,position 12,position 13,position 14,position 15,position 16,position 17,position 18,position 19,position 20,position 21,position 22,position 23,position 24,position 25,position 26,position 27,position 28,position 29,position 30,position 31,position 32,position 33,position 34,position 35,position 36,position 37,position 38,position 39,position 40,position 41,position 42,position 43,position 44,position 45,position 46,position 47,position 48,position 49
11.0,"(317.4193578837834, 12.755048175208158)","(524.7818039689156, 181.54595231884983)","(423.9493948097504, 36.783952206905724)","(111.63450232374701, 368.824394252755)","(405.958834554747, 468.93055116321955)","(286.607822389101, 99.36459761602389)","(553.1805434564538, 357.69117741896133)","(360.33024364666505, 89.68830233724985)","(615.3694842112812, 90.41805747710363)","(725.2047607655962, 358.01728182283546)","(513.4468803035834, 312.663549541684)","(321.7641818450512, 395.55679669759644)","(224.5226251011522, 458.59367192533256)","(474.72259778731853, 51.76235088090325)","(449.7474915130852, 75.20362031063374)","(696.0300892819604, 145.02589933311552)","(190.72785523863453, 78.33200414393855)","(311.24062467523987, 36.64496071205261)","(748.2000022145239, 66.99811765226946)","(746.5558202382327, 216.97189312470906)","(605.0171091004222, 452.7628859428663)","(190.62250113145734, 122.71782018385029)","(285.174761316409, 320.20669964998393)","(549.0871158494604, 251.45673924083806)","(776.218811455777, 57.22141736375066)","(493.86581285925945, 188.10730245743719)","(692.2571266688599, 374.2506619318491)","(581.1046390370209, 57.96698928563369)","(789.6146622060595, 89.68593893036444)","(692.9286961075663, 23.245331919778824)","(547.2669328210304, 267.3203318765245)","(417.99347684012423, 293.0316928317514)","(327.37221723843584, 142.32752320165972)","(299.33199130739854, 382.10170640021516)","(472.98251783691984, 370.20019103907634)","(30.29409506716288, 320.49798812740653)","(495.44815448956115, 83.62932448377086)","(794.5228412658585, 226.7275846943423)","(540.2345335349568, 319.1079111569756)","(180.59002694354479, 139.89584052356673)","(557.7747834167702, 364.62139258300476)","(764.2040387763709, 338.31214927413754)","(139.59203347700168, 120.53804866146963)","(220.0751150137194, 91.79065705751326)","(522.3990384756544, 341.4719420048368)","(578.5717180752542, 2.8768720479151852)","(418.8816096734113, 339.7779178438644)","(758.2070736378264, 415.8938501805478)","(651.5693156779151, 476.2519289479345)","(210.74515791940706, 91.45045954521653)"
12.0,"(317.59394281534355, 12.801098202831788)","(524.737894949071, 181.51822255725557)","(423.77579843317477, 36.963853007459285)","(111.84854291415635, 368.95357097533775)","(405.70900969368194, 468.9399073800735)","(286.54874480333746, 99.3859384104502)","(553.4301263511501, 357.67674209163397)","(360.3185924284317, 89.5298608255636)","(615.1526367902248, 90.53596718971811)","(725.145892375218, 357.8915889386359)","(513.4815550371543, 312.70120324788036)","(321.85536093582596, 395.52401271410844)","(224.46501197564643, 458.4507035657059)","(474.8202856060101, 51.875128359698294)","(449.7814421156694, 75.45130429595409)","(695.8850825426383, 145.01457603319736)","(190.86433195031788, 78.35276285513122)","(311.2998388037054, 36.887846872609494)","(748.0805501846322, 67.04394327242598)","(746.5180411370416, 217.07203365908552)","(605.0560578452452, 452.6707827655231)","(190.58140513118687, 122.80898552135183)","(285.2688875098269, 320.13566615173403)","(549.241680270213, 251.47945554463388)","(776.1132524863851, 57.11582169755795)","(493.6997420207771, 187.92043224417202)","(692.1937838107829, 374.1732818159883)","(580.9536159325642, 58.166217852662285)","(789.6015888950292, 89.91250923571262)","(692.9273614414075, 23.24500807761493)","(547.2211161223448, 267.3403526188073)","(417.9185094559236, 293.04153436759265)","(327.40535615224366, 142.2658855856514)","(299.30533135086154, 382.2461978682141)","(472.9870622500509, 370.14975996270664)","(30.427624591827065, 320.5604981867695)","(495.5630728755992, 83.58653328714448)","(794.5102270595291, 226.5089467708706)","(540.1364031999292, 319.1271579059833)","(180.62707680882707, 139.8613613209489)","(557.7486410583494, 364.5248701654211)","(764.1563097125706, 338.3270468064416)","(139.62903556931428, 120.57167670281149)","(220.07834609094778, 91.89060484458203)","(522.3666636096156, 341.43187386169075)","(578.4109202122852, 3.053016606162405)","(418.68385836520537, 339.9308701897204)","(758.1575157401905, 415.88721581683205)","(651.5214690995256, 476.2856693031948)","(210.80811844118006, 91.58815676360443)"
13.0,"(317.8158248978135, 12.83093158728183)","(524.6942054743256, 181.4906314444693)","(423.60220205659914, 37.143753808012846)","(112.0625835045657, 369.0827476979205)","(405.45918483261687, 468.9492635969275)","(286.4710010793208, 99.40400871839795)","(553.6797092458463, 357.6623067643066)","(360.30699946628954, 89.37221152143579)","(614.9368736062737, 90.65328735376951)","(725.1002548799464, 357.7176783873974)","(513.4950159618622, 312.69358031204655)","(321.94608413114685, 395.4913926505379)","(224.4076869157682, 458.3084500478774)","(474.9672229837488, 51.99653607219037)","(449.8153927182536, 75.69898828127444)","(695.7106571299252, 144.98950315303136)","(191.04629459851225, 78.3527603144417)","(311.359052932171, 37.13073303316638)","(747.945147433709, 67.12872355606385)","(746.4804509313564, 217.17167349079008)","(605.0466803487633, 452.5658509327031)","(190.56085713105162, 122.8545681901026)","(285.3625430722778, 320.0649878209754)","(549.3954718688619, 251.50205826691072)","(776.0076862239532, 57.00524258907016)","(493.5336711822947, 187.73356203090685)","(692.1239016167341, 374.14547222650197)","(580.8025928281074, 58.36544641969088)","(789.588580950554, 90.13794668953406)","(692.9374886437125, 23.196015707927444)","(547.1294827249736, 267.38039410337285)","(417.84391690864396, 293.0513266957547)","(327.43832937148244, 142.20455615772315)","(299.27880469410724, 382.38996687887305)","(472.9859680659456, 370.09977193652895)","(30.56048646886793, 320.62269569583566)","(495.7012106092089, 83.49946047019604)","(794.4976759242315, 226.29140203701627)","(539.9922147597925, 319.1269456993725)","(180.66394142478293, 139.82705451434416)","(557.735569879139, 364.4766089566292)","(764.0608515849701, 338.35684187104977)","(139.7030397539395, 120.63893278549519)","(220.07996162956195, 91.94057873811641)","(522.3770066196486, 341.41779000348595)","(578.2402313764794, 3.235678373730907)","(418.48610705699946, 340.0838225355764)","(758.0583999449188, 415.87394708940053)","(651.4738617540279, 476.31924095667887)","(210.8569981853081, 91.77383034805848)"
14.0,"(318.06498615047167, 12.851393018654678)","(524.650734446954, 181.46317828724696)","(423.4286056800235, 37.32365460856641)","(112.27662409497503, 369.2119244205033)","(405.2093599715518, 468.95861981378147)","(286.3936460739242, 99.42198867480596)","(553.9292921405425, 357.64787143697924)","(360.2954644689581, 89.21535046382861)","(614.7221892382423, 90.77002091700066)","(725.067914602577, 357.49556841711615)","(513.4872150948581, 312.64070324697366)","(322.0363537104911, 395.4589356872852)","(224.35064848118938, 458.166907797638)","(475.1634184006825, 52.12652548466932)","(449.84934332083776, 75.94667226659479)","(695.5371038442755, 144.96455563726622)","(191.27373428992, 78.33197704853461)","(311.41826706063654, 37.373619193723265)","(747.8104216965405, 67.21307993828353)","(746.4430486766996, 217.27081512333612)","(604.9889281385507, 452.44827445392195)","(190.51976113078115, 122.94573352760413)","(285.4557303569164, 319.9946628818705)","(549.5484945095176, 251.52454797557616)","(775.9026477928335, 56.89521637612481)","(493.36760034381234, 187.5466918176417)","(692.0476269415728, 374.16725231522827)","(580.6515697236507, 58.56467498671948)","(789.5756380458013, 90.3622569560864)","(692.9528012004939, 23.125035629387806)","(547.083666026288, 267.40041484565563)","(417.7696973241007, 293.0610700622759)","(327.471137724625, 142.14353337693453)","(299.2524106706367, 382.5330170444787)","(472.9837796977351, 369.9997958841735)","(30.692684036523588, 320.6845822173565)","(495.86221191086554, 83.3679212922973)","(794.4851875446104, 226.0749450268312)","(539.8019758420182, 319.10725649326633)","(180.70062171765903, 139.79291924177244)","(557.7094275207182, 364.3800865390455)","(763.9755473270453, 338.4150576616945)","(139.7400418462521, 120.67256082683704)","(220.08319270679033, 92.04052652518519)","(522.4151215865503, 341.4207010534685)","(578.0695425406736, 3.418340141299409)","(418.28835574879355, 340.23677488143244)","(758.008842047283, 415.86731272568477)","(651.4264924452577, 476.35264475189547)","(210.89172274882827, 92.00745839906111)"
15.0,"(318.3141474031298, 12.871854450027525)","(524.6074807747192, 181.43586239581072)","(423.2550093034479, 37.50355540911997)","(112.49066468538437, 369.34110114308606)","(404.95953511048674, 468.96797603063544)","(286.31667784355454, 99.43987873143193)","(553.8836633167225, 357.62742613344034)","(360.2839871466133, 89.05927371150948)","(614.5085782920511, 90.88617081241566)","(725.0429639360211, 357.2468166045832)","(513.4697790193839, 312.5674997307388)","(322.12617194193865, 395.4266410088488)","(224.29389523878342, 458.0260732586498)","(475.37528985884944, 52.25922998803757)","(449.88329392342195, 76.19435625191514)","(695.3644183250541, 144.9397328590799)","(191.52189584772967, 78.3017141797765)","(311.4774811891021, 37.61650535428015)","(747.6763695880578, 67.29701453859211)","(746.4058334333162, 217.36946104771943)","(604.8827234580517, 452.31835463186854)","(190.4992131306459, 122.9913161963549)","(285.5484517051318, 319.92468956746114)","(549.70075203697, 251.54692523569827)","(775.7981345538693, 56.785740294244185)","(493.20152950533, 187.35982160437652)","(691.9652075674262, 374.2386533942145)","(580.500546619194, 58.76390355374808)","(789.5627598555723, 90.58544567130596)","(692.9680371944914, 23.054410451240866)","(546.9920326289168, 267.4404563302212)","(417.69584883748024, 293.07076471196456)","(327.5037820360019, 142.08281571004986)","(299.2261486172835, 382.6753519592563)","(472.9826855136298, 369.94980785799584)","(30.82422061634097, 320.7461593062697)","(496.0229008513112, 83.23608168583581)","(794.4727616068874, 225.85957030169703)","(539.5656940983096, 319.06807220624273)","(180.73711860907073, 139.75895464556356)","(557.6807002178267, 364.33349725737463)","(763.8906695904101, 338.47298237338606)","(139.8140460308773, 120.73981690952074)","(220.12801706380625, 92.16822316946491)","(522.4530459786175, 341.4235975482012)","(577.8988537048679, 3.601001908867911)","(418.09060444058764, 340.38972722728846)","(757.9097262520113, 415.85404399825325)","(651.3793599830315, 476.385881528136)","(210.92213818700975, 92.25560130369517)"
16.0,"(318.563308655788, 12.892315881400373)","(524.5644433708457, 181.40868308383168)","(423.08141292687225, 37.68345620967353)","(112.70470527579371, 369.47027786566883)","(404.7097102494217, 468.9773322474894)","(286.24009445433677, 99.45767933777478)","(553.7924056690824, 357.5865355263625)","(360.27256721088025, 88.90397734295193)","(614.2960354005909, 91.00173995835358)","(725.0180132694652, 356.9980647920503)","(513.4524301242869, 312.4946622320851)","(322.215541082229, 395.3945078038045)","(224.2374257625895, 457.8859428923565)","(475.5871613170164, 52.39193449140581)","(449.91724452600613, 76.44204023723549)","(695.1925962334288, 144.9150341947845)","(191.77005740553935, 78.27145131101838)","(311.53669531756765, 37.859391514837036)","(747.5429877401175, 67.38052946589914)","(746.3688042661496, 217.46761374248084)","(604.7483098407614, 452.1817628587092)","(190.45811713037543, 123.08248153385644)","(285.64070944660614, 319.8550661196238)","(549.8522482767852, 251.56919060951978)","(775.6941438811, 56.676811592772964)","(493.0355218578033, 187.17302249635463)","(691.880381529589, 374.33246012724345)","(580.3495235147373, 58.96313212077668)","(789.5499460562944, 90.80751844294943)","(692.983197008519, 22.984138398984662)","(546.9462159302312, 267.460477072504)","(417.62236959329283, 293.08041088840474)","(327.5362631258219, 142.0224016314996)","(299.2000178741971, 382.81697519946005)","(472.9804971454193, 369.8498318056404)","(30.955099513259263, 320.8074285097384)","(496.1827863470546, 83.10490127740664)","(794.4603977988529, 225.64527245018854)","(539.3194884168439, 319.02468139599404)","(180.7734330160254, 139.72515987233575)","(557.6676318533405, 364.2852352863244)","(763.806216242458, 338.5306174615191)","(139.91183152004427, 120.85105536997433)","(220.2144635189032, 92.32362542601608)","(522.4907807487244, 341.4264795604602)","(577.7281648690621, 3.7836636764364124)","(417.89285313238173, 340.5426795731445)","(757.858764527001, 415.8273147538458)","(651.3324631831163, 476.4189521204953)","(210.95255362519123, 92.50374420832924)"
17.0,"(318.81246990844613, 12.91277731277322)","(524.5216211539914, 181.3816396684125)","(422.9078165502966, 37.86335701022709)","(112.91874586620305, 369.5994545882516)","(404.4598853883566, 468.9866884643434)","(286.1638939820651, 99.4753909410859)","(553.7509950083611, 357.5495536140945)","(360.26120437482587, 88.74945745623717)","(614.0845552235879, 91.11673125856181)","(724.9930626029093, 356.74931297951736)","(513.4351679736654, 312.42218892092467)","(322.30446337681786, 395.3625352647855)","(224.18123863377656, 457.74651317789477)","(475.7990327751834, 52.52463899477406)","(449.9511951285903, 76.68972422255584)","(695.0216332522617, 144.8904590238106)","(192.01821896334903, 78.24118844226027)","(311.5959094460332, 38.10227767539392)","(747.4102728014169, 67.46362681856965)","(746.3319602448189, 217.56527567376844)","(604.6145682915576, 452.04585404441565)","(190.43756913024018, 123.1280642026072)","(285.7325058993731, 319.78579078902567)","(550.0029870354012, 251.5913446564722)","(775.5906731616944, 56.568427534809096)","(492.8703442485143, 186.98715738387287)","(691.7959796219411, 374.4257978266072)","(580.1985004102805, 59.162360687805275)","(789.5371963260129, 91.02848085073468)","(692.9982810234765, 22.91421770698974)","(546.85458253286, 267.50051855706954)","(417.5492577453264, 293.0900088339627)","(327.56858181019277, 141.96228962334212)","(299.1740177848261, 382.9578903234627)","(472.98497247403174, 369.79940971523206)","(31.08532401569297, 320.8683913671897)","(496.34187241531936, 82.9743767710196)","(794.4480958098586, 225.4320460879376)","(539.0732827353783, 318.98129058574534)","(180.80956585094526, 139.69153407297406)","(557.641495124368, 364.1887113442239)","(763.7221851612458, 338.58796437421154)","(140.01727236244406, 120.97680009312447)","(220.34256094790354, 92.50668986564988)","(522.5283268449808, 341.4293471626579)","(577.5574760332563, 3.966325444004914)","(417.6951018241758, 340.6956319190005)","(757.8559787423346, 415.7872034777549)","(651.2858008672007, 476.4518573598928)","(210.9829690633727, 92.7518871129633)"
18.0,"(319.0616311611043, 12.933238744146069)","(524.4790130482214, 181.35473147007045)","(422.734220173721, 38.04325781078065)","(113.1327864566124, 369.7286313108344)","(404.21006052729155, 468.99604468119736)","(286.0880745121548, 99.49301398638048)","(553.7594292714723, 357.51650661836015)","(360.24989835295173, 88.59571016895597)","(613.87413244747, 91.231147602269)","(724.9681119363534, 356.5005611669844)","(513.4179921337972, 312.35007797632005)","(322.3929410599338, 395.3307225884616)","(224.12533244060768, 457.6077806120053)","(476.01090423335035, 52.6573434981423)","(449.9851457311745, 76.93740820787619)","(694.8515250860004, 144.86600672869153)","(192.2663805211587, 78.21092557350215)","(311.65512357449876, 38.34516383595081)","(747.2782214374098, 67.5463086844768)","(746.2953004435948, 217.6624492953996)","(604.4814954500998, 451.9106247741936)","(190.3964731299697, 123.21922954010874)","(285.8238433698763, 319.7168618350805)","(550.1529721002242, 251.6133879331898)","(775.4877197958859, 56.46058539713505)","(492.70599252727175, 186.8022215969535)","(691.7119997238314, 374.5186688374742)","(580.0475079082291, 59.36154888436625)","(789.5245103443829, 91.24833844648101)","(693.0132896183591, 22.84464661845479)","(546.8087658341744, 267.5205392993523)","(417.4765114565997, 293.0995587897929)","(327.6007389011418, 141.9024781752254)","(299.14814769590197, 383.0981008718454)","(472.9960879687407, 369.79854474534346)","(31.214897395614503, 320.92904941035374)","(496.5001630532428, 82.8445048871645)","(794.4358553308093, 225.21988585749793)","(538.8270770539126, 318.93789977549665)","(180.84551802169054, 139.6580764026092)","(557.6284267598818, 364.1404493731737)","(763.6385742354395, 338.6450245523405)","(140.12218600063184, 121.10191609265884)","(220.4942675043578, 92.70539849839841)","(522.5656852107559, 341.4322004268446)","(577.3867871974505, 4.148987211573416)","(417.4973505159699, 340.8485842648565)","(757.9014058135715, 415.7338437856962)","(651.2393718628647, 476.48459807309337)","(211.01338450155419, 93.00003001759737)"
19.0,"(319.31079241376244, 12.953700175518916)","(524.4366179829804, 181.3279578127201)","(422.56062379714535, 38.22315861133421)","(113.34682704702173, 369.85780803341714)","(403.9602356662265, 469.00540089805133)","(286.012634139594, 99.51054891644857)","(553.8177063826272, 357.487420746065)","(360.23864886118696, 88.4427316181112)","(613.6647617852326, 91.34499186425766)","(724.9431612697974, 356.2518093544515)","(513.4009021731282, 312.2783275864385)","(322.4809763546341, 395.2990689755193)","(224.06970577840465, 457.46974170894526)","(476.2227756915173, 52.79004800151055)","(450.0190963337587, 77.18509219319654)","(694.6822674605704, 144.84167669504808)","(192.5145420789684, 78.18066270474404)","(311.7143377029643, 38.58804999650769)","(747.1468303302228, 67.62857714105442)","(746.2588239413768, 217.7591370489226)","(604.3490879728494, 451.77607165032265)","(190.37592512983446, 123.26481220885951)","(285.9147241530269, 319.64827752590514)","(550.3022072397231, 251.63532099352386)","(775.3852811969065, 56.353282470149374)","(492.5424625646354, 186.61821048896874)","(691.6284397252122, 374.6110754932868)","(579.8972703686879, 59.55974113994442)","(789.5118877926609, 91.46709675424862)","(693.0282231702673, 22.775423385362515)","(546.7171324368032, 267.5605807839179)","(417.40412889931673, 293.10906099584395)","(327.63273520663614, 141.84296578434927)","(299.12240695742247, 383.2376103674862)","(473.0138027404291, 369.8472423575441)","(31.34382290863643, 320.98940416330197)","(496.6576622379766, 82.71528236272869)","(794.4236760541553, 225.00878642821044)","(538.580871372447, 318.89450896524795)","(180.88129043158207, 139.62478602059616)","(557.6022900309093, 364.0439254310732)","(763.5553813642623, 338.7017994295788)","(140.22657507062868, 121.22640651219555)","(220.64597406081205, 92.90410713114694)","(522.6028567847021, 341.43503942471034)","(577.2160983616448, 4.331648979141917)","(417.299599207764, 341.00153661071255)","(757.9668987845037, 415.67517456676774)","(651.1931750035503, 476.5171750827279)","(211.04379993973566, 93.24817292223143)"
20.0,"(319.5599536664206, 12.974161606891764)","(524.3944348930654, 181.30131802365648)","(422.3870274205697, 38.403059411887774)","(113.56086763743107, 369.9869847559999)","(403.7104108051614, 469.0147571149053)","(285.93757096889607, 99.52799617186633)","(553.9258242501053, 357.4623222299278)","(360.227455616881, 88.29051796002064)","(613.4564379763065, 91.45826690493638)","(724.9182106032415, 356.00305754191857)","(513.3838976622626, 312.20693594850627)","(322.5685714728609, 395.26757363064166)","(224.01435724951264, 457.33239300040054)","(476.4346471496843, 52.922752504878794)","(450.05304693634287, 77.43277617851689)","(694.5138561232676, 144.81746831157284)","(192.76270363677807, 78.15039983598592)","(311.77355183142987, 38.83093615706458)","(747.0160961785716, 67.71043425534916)","(746.2225298216699, 217.855341363678)","(604.2173425329851, 451.64219129207106)","(190.33482912956399, 123.35597754636105)","(286.0051505322618, 319.5800361382756)","(550.4506962035244, 251.65714438855625)","(775.283354790922, 56.24651605779863)","(492.3797502518122, 186.4351194365239)","(691.5452975265861, 374.7030201158204)","(579.7477840168445, 59.7569424342447)","(789.4993283536976, 91.68476127047737)","(693.043082054416, 22.7065462684357)","(546.6713157381176, 267.58060152620067)","(417.3321082548201, 293.11851569086474)","(327.664571530603, 141.78375095542754)","(299.09679492263535, 383.37642231564877)","(473.033733726727, 369.91300614575636)","(31.472103794093247, 321.04945714248544)","(496.8143739267867, 82.58670595091505)","(794.4115576738845, 224.7987424960694)","(538.3346656909813, 318.85111815499926)","(180.91688397942417, 139.59166209049317)","(557.5892216664231, 363.99566346002297)","(763.472604457441, 338.7582904324309)","(140.33044219527554, 121.35027447963458)","(220.7976806172663, 93.10281576389548)","(522.6398425007786, 341.4378642275868)","(577.045409525839, 4.514310746710419)","(417.1018478995581, 341.15448895656857)","(758.0320642905812, 415.6167986939339)","(651.1472091285326, 476.5495892073142)","(211.07421537791714, 93.4963158268655)"
21.0,"(319.80911491907875, 12.994623038264612)","(524.3524627186001, 181.2748114335382)","(422.2134310439941, 38.582960212441336)","(113.77490822784041, 370.1161614785827)","(403.46058594409635, 469.0241133317593)","(285.8628831140516, 99.545356191007)","(554.0837807629248, 357.44123736929754)","(360.2163183387966, 88.13906537022054)","(613.2491557864249, 91.5709755704117)","(724.8932599366856, 355.75430572938564)","(513.3669781739513, 312.13590126876375)","(322.6557286154966, 395.23623576248843)","(223.95928546326508, 457.1957310353985)","(476.64651860785125, 53.05545700824704)","(450.08699753892705, 77.68046016383724)","(694.3462868426512, 144.79338097001497)","(193.01086519458775, 78.12013696722781)","(311.8327659598954, 39.07382231762146)","(746.8860156976788, 67.79188208407241)","(746.1864171725616, 217.95106465685961)","(604.0862558203202, 451.5089803356107)","(190.31428112942874, 123.40156021511181)","(286.0951247796005, 319.51213595758423)","(550.5984427225068, 251.67885866661348)","(775.1819380169674, 56.140283477509634)","(492.21785150055314, 186.2529438393413)","(691.4625710389531, 374.79450501524127)","(579.5990450967603, 59.95315772207348)","(789.4868317119291, 91.90133746412498)","(693.0578666441439, 22.638013537093524)","(546.5796823407464, 267.62064301076623)","(417.260447713546, 293.12792311241043)","(327.69624867295, 141.7248322006504)","(299.0713109480222, 383.5145402040705)","(473.0535650580934, 369.9784411150276)","(31.59974327512278, 321.109209856773)","(496.97030205715276, 82.45877242116048)","(794.3994998855151, 224.58974878358904)","(538.0884600095156, 318.80772734475056)","(180.95229955952706, 139.5587037800407)","(557.5630849374506, 363.8991395179225)","(763.3902414351538, 338.81449898026875)","(140.43378998429915, 121.4735231072364)","(220.94938717372057, 93.30152439664401)","(522.6766432882747, 341.44067490644886)","(576.8747206900331, 4.6969725142789205)","(416.9040965913522, 341.3074413024246)","(758.0969039691282, 415.55871470046424)","(651.1014730828899, 476.58184126127765)","(211.10463081609862, 93.74445873149956)"
22.0,"(320.0582761717369, 13.01508446963746)","(524.3107004050071, 181.2484373763705)","(422.03983466741846, 38.7628610129949)","(113.98894881824975, 370.24533820116545)","(403.2107610830313, 469.03346954861325)","(285.78856869848136, 99.56262941005197)","(554.2915737873877, 357.4241925714403)","(360.2052367471026, 87.98837004336943)","(613.0429100074928, 91.68312069255964)","(724.8683092701297, 355.5055539168527)","(513.3501432830816, 312.0652217624199)","(322.74244997241914, 395.205054583676)","(223.90448903594876, 457.05975238022154)","(476.8583900660182, 53.188161511615284)","(450.12094814151124, 77.92814414915759)","(694.179555408438, 144.76941406516488)","(193.25902675239743, 78.08987409846969)","(311.891980088361, 39.31670847817835)","(746.7565856191903, 67.87292267365206)","(746.1504850866988, 218.04630933357532)","(603.9558245412186, 451.37643543393267)","(190.27318512915826, 123.49272555261335)","(286.1846491557025, 319.44457527779633)","(550.7454505088942, 251.70046437328043)","(775.0810283268826, 56.034582060122084)","(492.0567622430504, 186.07167912014458)","(691.3802581837583, 374.8855324901651)","(579.4510498712765, 60.14839193346311)","(789.4743975533694, 92.11683077680435)","(693.0725773109232, 22.569823469408057)","(546.5338656420608, 267.640663753049)","(417.18914547497826, 293.1372834968484)","(327.72776742958524, 141.66620803964716)","(299.0459543932821, 383.6519675030502)","(473.07329723280293, 370.04354890945245)","(31.726744558747164, 321.16866380748917)","(497.125450546867, 82.33147855905467)","(794.3875023860875, 224.3818000396711)","(537.84225432805, 318.76433653450187)","(180.98753806172942, 139.5259102611405)","(557.5345383403387, 363.8525574674116)","(763.3082902279781, 338.87042648536743)","(140.53662103437765, 121.59615549170022)","(221.10109373017482, 93.50023302939255)","(522.7132600718334, 341.4434715319166)","(576.7040318542273, 4.879634281847422)","(416.7063452831463, 341.4603936482806)","(758.1614194492826, 415.50092112696194)","(651.0559657174755, 476.61393205497126)","(211.1350462542801, 93.99260163613363)"
